Player,Nation,Pos,PosGrp,Squad,Age,League,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_passing,xAG_passing,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Gls_shooting,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Kobbie Mainoo,ENG,MF,DM,Manchester Utd,18,Premier League,24,24,1924,0.14033264,0.046777547,0.187110187,0.14033264,0,0,0.14033264,0,0.042099792,0.042099792,0.032744283,0.074844075,1.169438669,2.993762994,1.683991684,0.008887734,0.003274428,34.98960499,40.6029106,86.2,492.0530146,124.1476091,20.53534304,22.73388773,90.3,11.08627859,12.44282744,89.1,1.45010395,2.385654886,60.8,0.046777547,0.032744283,0.074844075,0.014033264,0.701663202,2.198544699,0.420997921,0.046777547,2.993762994,51.17463617,2.9002079,14.12681913,26.56964657,11.03950104,1.403326403,51.17463617,2.713097713,1.45010395,53.4,1.029106029,37.9,31.2006237,147.4428274,67.68711019,1.169438669,1.029106029,0.280665281,1.356548857,1.122661123,35.87837838,1.683991684,1.871101871,1.45010395,0,0.14033264,0.14033264,0.093555094,0.046777547,0.374220374,2.198544699,1.262993763,0.935550936,0.748440748,0.514553015,0.982328482,2.104989605,46.7,1.122661123,0.935550936,0.561330561,0.374220374,1.029106029,3.227650728,1.403326403,0.046777547,0.14033264,0.514553015,0.233887734,45.5,0.012629938,0.028066528,0.987006237,0,0,0,0.042099792,0.042099792,0.003742204,0.098232848,0.098232848,0.14033264,0,0,0.701663202,1.075883576,0,0.280665281,1.029106029,1.262993763,0,0,0,4.490644491,0.888773389,1.216216216,42.2
Konstantinos Mavropanos,GRE,DF,CB,West Ham,25,Premier League,19,16,1500,0.06,0,0.06,0.06,0,0,0.12,0,0.072,0.072,0.012,0.084,0.6,2.28,0.12,0.0036,0.0048,28.92,38.1,75.9,577.5,234.66,9.3,10.74,86.6,15.96,18.18,87.8,3.18,7.86,40.5,0,0.012,0.006,-0.012,0.18,1.74,0.06,0,2.28,49.26,7.02,25.26,22.32,2.04,1.14,49.26,0.36,0.12,33.3,0.12,33.3,23.58,140.28,80.94,0.6,0.06,0.06,0.42,0,25.14,0.12,0.6,0.42,0,0,0.06,0,0.12,0,1.68,0.96,1.02,0.54,0.12,1.02,1.26,81,0.24,1.26,0.78,0.48,1.38,3.06,4.74,0.18,0.06,0.72,0.12,16.7,0.0048,0.03,0.558,0,0,0,0.072,0.072,0.006,-0.012,-0.012,0.12,0,0,0.9,0.6,0,0.06,1.38,0.96,0,0,0.12,4.2,2.64,1.38,65.7
Kristoffer Ajer,NOR,DF,CB,Brentford,25,Premier League,28,21,1832,0.098253275,0.049126638,0.147379913,0.098253275,0,0,0.245633188,0,0.063864629,0.063864629,0.112991266,0.176855895,1.080786026,2.996724891,1.522925764,0.007368996,0.008842795,29.96724891,39.79257642,75.3,501.5829694,185.9934498,14.29585153,16.55567686,86.4,12.92030568,16.31004367,79.2,2.21069869,5.060043668,43.7,0.049126638,0.112991266,0.132641921,-0.063864629,0.589519651,2.751091703,0.491266376,0.147379913,2.996724891,51.18995633,5.502183406,21.12445415,22.45087336,7.762008734,2.849344978,51.18995633,0.589519651,0.491266376,83.3,0.098253275,16.7,22.79475983,116.2827511,70.49672489,1.080786026,0.540393013,0.245633188,0.786026201,0.294759825,27.65829694,1.522925764,1.326419214,1.179039301,0,0.049126638,0.098253275,0,0,0.147379913,1.866812227,1.031659389,1.228165939,0.442139738,0.19650655,1.129912664,1.768558952,63.9,0.638646288,1.277292576,0.540393013,0.736899563,1.228165939,3.094978166,3.881004367,0.049126638,0.098253275,0.589519651,0.19650655,33.3,0.008351528,0.024563319,0.486353712,0,0,0,0.063864629,0.063864629,0.00540393,0.034388646,0.034388646,0.245633188,0,0,1.228165939,0.491266376,0.049126638,1.080786026,1.228165939,1.031659389,0,0,0,2.947598253,3.094978166,1.129912664,73.3
Kurt Zouma,FRA,DF,CB,West Ham,28,Premier League,33,32,2838,0.095137421,0,0.095137421,0.095137421,0,0,0.095137421,0,0.057082452,0.057082452,0.006342495,0.063424947,0.221987315,1.680761099,0.031712474,0.003171247,0.001902748,30.50739958,36.40591966,83.8,597.5581395,215.359408,10.62367865,11.57505285,91.8,16.14164905,17.69556025,91.2,3.520084567,6.279069767,56.1,0,0.006342495,0.003171247,-0.006342495,0.126849894,1.807610994,0.031712474,0,1.680761099,46.14164905,8.720930233,25.30655391,19.85200846,1.078224101,0.88794926,46.14164905,0.095137421,0.063424947,66.7,0.031712474,33.3,25.17970402,118.9534884,64.02748414,0.221987315,0.158562368,0.031712474,0.412262156,0.095137421,27.68498943,0.031712474,0.412262156,0.348837209,0,0,0.031712474,0.031712474,0,0.063424947,0.729386892,0.539112051,0.44397463,0.285412262,0,0.317124736,0.507399577,62.5,0.190274841,1.205073996,0.88794926,0.317124736,0.919661734,1.649048626,5.073995772,0,0.095137421,0.507399577,0.221987315,43.8,0.00602537,0.013636364,0.28858351,0,0,0,0.057082452,0.057082452,0.003805497,0.038054968,0.038054968,0.095137421,0,0,0.761099366,0.190274841,0,0,0.919661734,0.539112051,0,0.031712474,0,3.012684989,1.839323467,1.363636364,57.4
Kyle Walker,ENG,DF,FB,Manchester City,33,Premier League,32,30,2767,0,0.130104807,0.130104807,0,0,0,0.065052403,0,0.013010481,0.013010481,0.084568124,0.097578605,2.406938923,5.106613661,5.594506686,0.004228406,0.00325262,69.21575714,78.1929888,88.5,1173.903144,270.162631,32.26599205,34.38019516,93.9,30.31441995,33.1767257,91.4,5.399349476,8.001445609,67.5,0.130104807,0.084568124,0.104083845,0.045536682,0.813155042,6.472714131,1.040838453,0.422840622,5.106613661,84.99096494,2.504517528,17.10878207,44.17058186,24.36212505,1.333574268,84.99096494,1.138417058,0.683050235,60,0.357788218,31.4,49.08203831,244.4018793,130.5926997,2.406938923,2.179255511,0.227683412,0.78062884,0.422840622,62.6129382,5.594506686,2.016624503,1.853993495,0.032526202,0.032526202,0.032526202,0.065052403,0,0.357788218,1.235995663,0.78062884,0.617997832,0.552945428,0.065052403,0.617997832,1.268521865,48.7,0.650524033,0.617997832,0.19515721,0.422840622,0.878207445,2.114203108,1.301048066,0.032526202,0,0.520419227,0.097578605,18.8,0,0,0.956270329,0.032526202,0,0,0.013010481,0.013010481,0.000650524,-0.013010481,-0.013010481,0.065052403,0,0,0.748102638,0.58547163,0.227683412,1.919045898,0.878207445,0.78062884,0,0,0,4.943982653,0.813155042,0.487893025,62.5
Leandro Trossard,BEL,"FW,MF",WF,Arsenal,28,Premier League,34,18,1649,0.654942389,0.054578532,0.709520922,0.654942389,0,0,0.109157065,0,0.431170406,0.431170406,0.152819891,0.583990297,3.602183141,4.147968466,8.459672529,0.038750758,0.031655549,26.96179503,36.73135233,73.4,418.3990297,105.172832,14.79078229,17.19223772,86,9.878714372,13.15342632,75.1,1.691934506,3.274711947,51.7,0.054578532,0.152819891,0.174651304,-0.098241358,1.309884779,1.528198908,1.582777441,0.21831413,4.147968466,49.77562159,0.818677987,5.730745907,17.35597332,27.39842329,6.604002426,49.77562159,2.565191025,1.364463311,53.2,0.873256519,34,32.25591267,199.266222,94.53001819,3.602183141,2.346876895,1.473620376,2.565191025,2.128562765,35.47604609,8.459672529,3.547604609,2.510612492,0.163735597,0.382049727,0.272892662,0.21831413,0,0.327471195,1.473620376,0.873256519,0.43662826,0.491206792,0.545785324,0.491206792,1.364463311,36,0.873256519,1.473620376,0.054578532,1.419041844,0.43662826,1.910248636,0.327471195,0,0.654942389,3.274711947,1.200727714,36.7,0.010915706,0.030018193,0.878714372,0,0,0,0.431170406,0.431170406,0.007095209,0.223771983,0.223771983,0.109157065,0,0,0.818677987,1.091570649,0.491206792,3.110976349,0.43662826,0.873256519,0.054578532,0,0,4.802910855,0.272892662,0.545785324,33.3
Leon Bailey,JAM,"MF,FW",WF,Aston Villa,25,Premier League,35,22,2068,0.435203095,0.391682785,0.82688588,0.435203095,0,0,0.217601547,0,0.27417795,0.27417795,0.400386847,0.674564797,4.439071567,3.568665377,9.835589942,0.036121857,0.029158607,24.93713733,34.38104449,72.5,391.3781431,111.368472,14.2311412,17.01644101,83.6,8.007736944,10.53191489,76,2.088974855,3.568665377,58.5,0.391682785,0.400386847,0.317698259,-0.008704062,2.263056093,1.65377176,2.219535783,0.304642166,3.568665377,45.26112186,0.82688588,6.571566731,13.83945841,25.63346228,5.614119923,45.26112186,5.178916828,2.48065764,47.9,2.176015474,42,31.2040619,224.0425532,108.5831721,4.439071567,2.045454545,1.784332689,2.219535783,1.784332689,33.24951644,9.835589942,4.221470019,3.046421663,0.304642166,0.391682785,0.304642166,0.130560928,0.043520309,0.478723404,0.565764023,0.304642166,0.304642166,0.174081238,0.087040619,0.217601547,0.87040619,25,0.652804642,0.783365571,0.043520309,0.739845261,0.391682785,0.957446809,0.261121857,0,0.435203095,2.306576402,0.783365571,34,0.008268859,0.024371373,0.700676983,0.043520309,0,0,0.27417795,0.27417795,0.005222437,0.161025145,0.161025145,0.217601547,0,0,1.131528046,1.131528046,0.478723404,3.264023211,0.391682785,0.304642166,0,0,0,4.656673114,0.609284333,1.044487427,36.8
Levi Colwill,ENG,DF,CB,Chelsea,20,Premier League,23,20,1797,0.050083472,0.050083472,0.100166945,0.050083472,0,0,0.100166945,0,0.065108514,0.065108514,0.060100167,0.125208681,1.151919866,3.656093489,1.352253756,0.005008347,0.006010017,48.33055092,58.24707846,83,816.8614357,297.4457429,22.23706177,24.79131886,89.7,22.83806344,25.44240401,89.8,2.554257095,5.859766277,43.6,0.050083472,0.060100167,0.025041736,-0.010016694,0.350584307,4.106844741,0.300500835,0,3.656093489,69.71619366,5.409015025,28.5475793,33.50584307,8.213689482,1.302170284,69.71619366,0.651085142,0.450751252,69.2,0.20033389,30.8,38.3639399,180.4006678,99.41569282,1.151919866,0.851419032,0.100166945,1.101836394,0.20033389,43.72287145,1.352253756,1.352253756,1.051752922,0.050083472,0.050083472,0.20033389,0,0,0.150250417,2.404006678,1.502504174,1.302170284,0.851419032,0.250417362,1.302170284,1.702838063,76.5,0.40066778,1.402337229,0.500834725,0.901502504,1.302170284,3.706176962,3.305509182,0,0.050083472,0.550918197,0.150250417,27.3,0.004507513,0.016527546,0.595993322,0,0,0,0.065108514,0.065108514,0.006010017,-0.015025042,-0.015025042,0.100166945,0,0,1.252086811,0.701168614,0.20033389,0.601001669,1.302170284,1.502504174,0,0,0,4.808013356,2.153589316,1.001669449,68.3
Lewis Cook,ENG,MF,DM,Bournemouth,26,Premier League,33,32,2786,0,0.096913137,0.096913137,0,0,0,0.161521895,0.032304379,0.012921752,0.012921752,0.13890883,0.148600144,0.710696339,4.587221823,0.484565686,0.003230438,0.004845657,36.66547021,48.03661163,76.3,655.5850682,221.7372577,14.7954056,17.4120603,85,17.4120603,19.89949749,87.5,3.618090452,8.302225413,43.6,0.096913137,0.13890883,0.096913137,-0.041995693,1.486001436,4.458004307,0.646087581,0.129217516,4.587221823,57.27566403,2.972002872,13.50323044,32.40129218,12.34027279,0.290739411,57.27566403,1.162957645,0.67839196,58.3,0.452261307,38.9,25.39124192,128.2483848,63.67193108,0.710696339,0.775305097,0,1.130653266,0.613783202,27.94328787,0.484565686,2.487437186,1.550610194,0.710696339,0.064608758,0.064608758,0,0.096913137,0.129217516,1.970567121,1.324479541,0.775305097,0.969131371,0.226130653,1.098348887,2.035175879,54,0.936826992,1.033740129,0.355348169,0.67839196,2.099784637,4.070351759,1.486001436,0.032304379,0,0.387652548,0.129217516,33.3,0,0,0.775305097,0,0,0,0.012921752,0.012921752,0.000969131,-0.012921752,-0.012921752,0.161521895,0.032304379,0,1.259870782,0.516870065,0.064608758,4.264178033,2.099784637,1.324479541,0,0,0,7.365398421,1.35678392,0.936826992,59.2
Lewis Dunk,ENG,DF,CB,Brighton,31,Premier League,33,33,2869,0.094109446,0.031369815,0.125479261,0.094109446,0,0,0.219588707,0.031369815,0.097246427,0.097246427,0.028232834,0.125479261,1.035203904,4.768211921,0.407807598,0.004078076,0.003764378,93.38794005,101.4186128,92.1,1593.304287,611.0212618,42.1296619,43.3530847,97.2,42.03555246,44.45102823,94.6,6.775880098,10.66573719,63.5,0.031369815,0.028232834,0.069013594,0.003136982,0.407807598,6.399442314,0.250958522,0.031369815,4.768211921,109.1983269,17.37887766,56.81073545,48.37225514,4.548623214,1.599860579,109.1983269,0.250958522,0.156849076,62.5,0.062739631,25,75.8208435,337.2882537,175.8278146,1.035203904,0.564656675,0.062739631,0.282328337,0.062739631,84.10247473,0.407807598,1.505751133,1.223422795,0.094109446,0,0.188218892,0,0,0.219588707,0.846985012,0.439177414,0.53328686,0.282328337,0.031369815,0.407807598,1.12931335,36.1,0.721505751,1.537120948,1.160683165,0.376437783,0.972464273,1.819449285,2.823283374,0.031369815,0.094109446,1.035203904,0.376437783,36.4,0.002823283,0.007842454,0.420355525,0.125479261,0,0,0.097246427,0.097246427,0.002823283,-0.003136982,-0.003136982,0.219588707,0.031369815,0,0.721505751,0.376437783,0.031369815,0.219588707,0.972464273,0.439177414,0,0.031369815,0,5.646566748,1.78807947,1.003834089,64
Lewis Miley,ENG,MF,DM,Newcastle Utd,17,Premier League,17,14,1202,0.074875208,0.224625624,0.299500832,0.074875208,0,0,0.074875208,0,0.08985025,0.08985025,0.127287854,0.217138103,1.048252912,3.968386023,4.043261231,0.022462562,0.016472546,33.01996672,40.05823627,82.4,492.6788686,120.9234609,19.09317804,22.16306156,86.1,10.70715474,12.35440932,86.7,1.797004992,2.995008319,60,0.224625624,0.127287854,0.104825291,0.09733777,0.898502496,1.946755408,0.898502496,0.149750416,3.968386023,50.46589018,2.695507488,12.27953411,22.83693844,15.87354409,2.62063228,50.46589018,1.272878536,0.599001664,47.1,0.599001664,47.1,26.2063228,124.5923461,48.96838602,1.048252912,0.524126456,0.449251248,1.198003328,0.74875208,32.57071547,4.043261231,2.321131448,1.797004992,0,0.149750416,0.224625624,0,0.149750416,0.37437604,2.470881864,1.572379368,0.449251248,1.49750416,0.524126456,1.12312812,2.396006656,46.9,1.272878536,1.49750416,0.224625624,1.272878536,0.599001664,3.069883527,1.347753744,0.149750416,0.074875208,0.973377704,0.224625624,23.1,0.005990017,0.024708819,1.153078203,0,0,0,0.08985025,0.08985025,0.007487521,-0.014975042,-0.014975042,0.074875208,0,0,0.37437604,0.449251248,0.149750416,0.823627288,0.599001664,1.572379368,0,0,0,5.840266223,0.823627288,0.898502496,47.8
Lloyd Kelly,ENG,DF,CB,Bournemouth,24,Premier League,23,17,1559,0,0.057729314,0.057729314,0,0,0,0.115458627,0,0.017318794,0.017318794,0.069275176,0.092366902,0.865939705,3.232841565,1.616420783,0.003463759,0.005195638,38.85182809,52.30275818,74.3,780.8466966,254.4130853,13.5086594,15.99101988,84.5,19.68569596,23.09172547,85.3,5.19563823,11.02629891,47.1,0.057729314,0.069275176,0.046183451,-0.011545863,0.519563823,4.387427838,0.404105196,0.230917255,3.232841565,61.48171905,7.331622835,24.9390635,27.94098781,9.005772931,0.63502245,61.48171905,0.230917255,0.115458627,50,0,0,31.17382938,154.7145606,83.76523412,0.865939705,0.577293137,0.115458627,1.154586273,0.346375882,33.02116742,1.616420783,1.674150096,1.385503528,0.115458627,0.057729314,0,0.057729314,0.057729314,0.173187941,1.385503528,1.09685696,0.577293137,0.519563823,0.288646568,0.808210391,1.443232842,56,0.63502245,1.270044901,0.692751764,0.577293137,0.750481078,2.135984606,3.867864015,0,0,0.230917255,0.057729314,25,0,0,0.496472097,0,0,0,0.017318794,0.017318794,0.004618345,-0.017318794,-0.017318794,0.115458627,0,0,0.981398332,0.750481078,0,1.212315587,0.750481078,1.09685696,0,0.057729314,0,6.985246953,1.616420783,1.039127646,60.9
Lorenz Assignon,TOG,DF,FB,Burnley,23,Premier League,15,15,1234,0.072933549,0.145867099,0.218800648,0.072933549,0,0,0.364667747,0.072933549,0.02917342,0.02917342,0.189627229,0.218800648,2.771474878,2.479740681,4.157212318,0.016045381,0.016045381,25.6726094,35.37277147,72.6,394.643436,144.7001621,13.273906,16.41004862,80.9,11.08589951,14.14910859,78.4,0.729335494,2.260940032,32.3,0.145867099,0.189627229,0.116693679,-0.04376013,0.948136143,1.166936791,0.729335494,0.364667747,2.479740681,48.86547812,3.354943274,15.31604538,19.69205835,15.09724473,2.188006483,48.86547812,2.333873582,0.948136143,40.6,1.23987034,53.1,20.64019449,135.802269,77.52836305,2.771474878,1.166936791,0.875202593,1.969205835,0.948136143,22.09886548,4.157212318,1.677471637,1.31280389,0.218800648,0.072933549,0,0.072933549,0,0.145867099,2.55267423,1.23987034,1.31280389,0.948136143,0.291734198,1.021069692,1.969205835,51.9,0.948136143,1.604538088,0.510534846,1.094003241,1.385737439,3.938411669,3.136142626,0.072933549,0.072933549,0.656401945,0.291734198,44.4,0.00802269,0.018233387,1.611831442,0,0,0,0.02917342,0.02917342,0.002917342,0.04376013,0.04376013,0.364667747,0.072933549,0.072933549,2.406807131,1.166936791,0.072933549,2.115072934,1.385737439,1.23987034,0,0.145867099,0,4.886547812,0.948136143,1.23987034,43.3
Luca Koleosho,ITA,"MF,FW",WF,Burnley,18,Premier League,15,13,974,0.092402464,0.092402464,0.184804928,0.092402464,0,0,0,0,0.184804928,0.184804928,0.120123203,0.304928131,4.897330595,1.755646817,7.577002053,0.016632444,0.027720739,17.7412731,25.31827515,70.1,231.8377823,43.89117043,11.64271047,14.137577,82.4,5.174537988,7.299794661,70.9,0.184804928,0.831622177,22.2,0.092402464,0.120123203,0.10164271,-0.027720739,1.016427105,0.831622177,0.554414784,0.184804928,1.755646817,38.43942505,0.46201232,3.049281314,13.76796715,22.17659138,4.804928131,38.43942505,7.207392197,3.049281314,42.3,3.603696099,50,27.62833676,240.523614,127.7926078,4.897330595,3.41889117,2.679671458,2.032854209,1.293634497,28.92197125,7.577002053,2.587268994,1.108829569,0,1.016427105,0.184804928,0.277207392,0,0.554414784,0.646817248,0.369609856,0.184804928,0.46201232,0,0.184804928,0.924024641,20,0.739219713,1.201232033,0,1.201232033,0.184804928,0.831622177,0,0,0.092402464,2.125256674,0.46201232,21.7,0.003696099,0.018480493,1.709445585,0,0,0,0.184804928,0.184804928,0.008316222,-0.092402464,-0.092402464,0,0,0,1.663244353,1.201232033,0.739219713,2.125256674,0.184804928,0.369609856,0.092402464,0,0,4.250513347,0.184804928,2.49486653,6.9
Lucas Digne,FRA,DF,FB,Aston Villa,30,Premier League,33,27,2410,0.037344398,0.112033195,0.149377593,0.037344398,0,0,0.261410788,0,0.041078838,0.041078838,0.153112033,0.194190871,1.56846473,2.875518672,7.468879668,0.00560166,0.007095436,37.90456432,50.45228216,75.1,606.6224066,208.9419087,19.56846473,22.18257261,88.2,15.16182573,19.75518672,76.7,2.46473029,5.526970954,44.6,0.112033195,0.153112033,0.134439834,-0.041078838,1.381742739,1.829875519,1.269709544,0.560165975,2.875518672,59.37759336,2.651452282,17.47717842,20.2033195,22.14522822,2.091286307,59.37759336,1.232365145,0.373443983,30.3,0.597510373,48.5,31.36929461,135.560166,66.69709544,1.56846473,0.709543568,0.149377593,0.597510373,0.560165975,34.54356846,7.468879668,2.763485477,1.79253112,0.709543568,0,0.112033195,0.112033195,0.037344398,0.149377593,1.755186722,0.709543568,1.307053942,0.336099585,0.112033195,0.933609959,1.643153527,56.8,0.709543568,0.746887967,0.074688797,0.67219917,0.970954357,2.726141079,2.502074689,0,0.037344398,0.746887967,0.149377593,20,0.00186722,0.0093361,0.746887967,0.22406639,0,0,0.041078838,0.041078838,0.00186722,-0.00373444,-0.00373444,0.261410788,0,0,1.082987552,1.12033195,0.112033195,5.751037344,0.970954357,0.709543568,0,0,0,3.771784232,1.56846473,0.89626556,63.6
Lucas Paquetá,BRA,"FW,MF",AM,West Ham,25,Premier League,31,31,2622,0.137299771,0.205949657,0.343249428,0.068649886,0.068649886,0.068649886,0.343249428,0,0.185354691,0.130434783,0.185354691,0.315789474,1.167048055,6.418764302,3.981693364,0.009267735,0.012700229,37.1395881,50.28604119,73.9,568.4553776,200.5263158,20.52631579,24.50800915,83.8,11.46453089,14.93135011,76.8,3.260869565,5.938215103,54.9,0.205949657,0.185354691,0.175057208,0.020594966,1.47597254,4.908466819,1.71624714,0.274599542,6.418764302,63.32951945,1.441647597,10.94965675,34.94279176,18.29519451,2.162471396,63.26086957,2.643020595,1.407322654,53.2,0.995423341,37.7,37.8604119,154.0846682,60.78947368,1.167048055,1.372997712,0.411899314,2.471395881,2.780320366,46.33867277,3.981693364,3.260869565,2.643020595,0.034324943,0.2402746,0.068649886,0.205949657,0.068649886,0.549199085,2.437070938,1.647597254,1.304347826,0.892448513,0.2402746,0.85812357,1.784897025,48.1,0.926773455,0.961098398,0.034324943,0.926773455,0.720823799,3.157894737,0.961098398,0.068649886,0.137299771,1.372997712,0.274599542,20,0.001716247,0.008581236,0.610983982,0.034324943,0.068649886,0.068649886,0.185354691,0.130434783,0.003432494,-0.04805492,-0.061784897,0.343249428,0,0,1.613272311,2.265446224,0.171624714,1.201372998,0.720823799,1.647597254,0,0,0,6.659038902,2.025171625,2.025171625,50
Luis Díaz,COL,FW,WF,Liverpool,26,Premier League,37,32,2629,0.273868391,0.171167744,0.445036135,0.273868391,0,0,0.102700647,0,0.407379232,0.407379232,0.195131229,0.599087105,4.689996196,3.868391023,10.33853176,0.015405097,0.020540129,30.74172689,36.80106504,83.5,471.4644351,100.3385318,18.04108026,19.99239254,90.2,9.379992393,10.95473564,85.6,2.327881324,3.115252948,74.7,0.171167744,0.195131229,0.16089768,-0.023963484,2.190947128,2.12248003,1.5405097,0.102700647,3.868391023,49.74134652,0.342335489,3.217953595,18.10954736,29.37238494,7.497147204,49.74134652,4.792696843,2.293647775,47.9,1.951312286,40.7,34.81551921,256.7516166,126.3217954,4.689996196,2.635983264,2.396348421,2.362114873,2.464815519,38.61544313,10.33853176,5.580068467,4.142259414,0.034233549,0.581970331,0.513503233,0.273868391,0.034233549,0.30810194,1.198174211,0.855838722,0.171167744,0.581970331,0.445036135,0.239634842,1.027006466,23.3,0.787371624,0.513503233,0,0.513503233,0.102700647,1.300874857,0.273868391,0,0.273868391,3.217953595,1.095473564,34,0.003081019,0.008558387,0.513503233,0,0,0,0.407379232,0.407379232,0.004450361,-0.133510841,-0.133510841,0.102700647,0,0,1.848611639,1.437809053,0.684670978,0.890072271,0.102700647,0.855838722,0.034233549,0,0,4.347660707,0.890072271,1.643210346,35.1
Luke Shaw,ENG,DF,FB,Manchester Utd,28,Premier League,12,12,959,0,0,0,0,0,0,0.563086548,0,0,0,0.093847758,0.093847758,0.938477581,4.223149114,2.815432742,0,0.009384776,49.83315954,60.81334724,81.9,773.4932221,292.2419187,25.62043796,28.71741397,89.2,18.86339937,22.24191867,84.8,2.909280501,6.100104275,47.7,0,0.093847758,0.084462982,-0.093847758,1.220020855,3.096976017,0.656934307,0,4.223149114,70.76120959,7.601668405,26.55891554,30.59436913,13.8894682,1.126173097,70.76120959,1.032325339,0.656934307,63.6,0.375391032,36.4,37.35140772,173.9937435,78.08133472,0.938477581,1.032325339,0.093847758,1.313868613,0.563086548,40.82377477,2.815432742,2.158498436,1.220020855,0.844629823,0.093847758,0,0,0,0,1.032325339,0.750782065,0.656934307,0.281543274,0.093847758,0.844629823,1.407716371,60,0.563086548,1.689259645,1.032325339,0.656934307,0.563086548,1.595411887,3.660062565,0,0,0.187695516,0,0,0,0,1.989572471,0,0,0,0,0,0.001876955,0,0,0.563086548,0,0,1.313868613,0.281543274,0,3.096976017,0.563086548,0.750782065,0,0,0,5.537017727,1.220020855,0.938477581,56.5
Luke Thomas,ENG,DF,FB,Sheffield Utd,22,Premier League,12,11,917,0,0,0,0,0,0,0.294438386,0,0.049073064,0.049073064,0.009814613,0.058887677,0.785169029,3.238822246,2.159214831,0,0.005888768,22.96619411,31.30861505,73.4,379.4329335,138.1897492,11.2868048,13.05343511,86.5,9.422028353,11.87568157,79.3,1.864776445,4.318429662,43.2,0,0.009814613,0.019629226,-0.009814613,0.196292257,2.25736096,0.490730643,0.196292257,3.238822246,42.20283533,3.336968375,15.70338059,18.45147219,8.636859324,1.079607415,42.20283533,0.981461287,0.490730643,50,0.392584515,40,18.74591058,78.81134133,38.37513631,0.785169029,0.687022901,0.098146129,1.079607415,0.490730643,22.5736096,2.159214831,0.981461287,0.785169029,0,0,0.098146129,0.098146129,0,0,1.962922574,0.883315158,1.275899673,0.588876772,0.098146129,0.785169029,1.374045802,57.1,0.588876772,2.25736096,0.490730643,1.766630316,0.981461287,2.94438386,2.649945474,0,0,0.588876772,0.098146129,16.7,0,0,1.482006543,0,0,0,0.049073064,0.049073064,0.008833152,-0.049073064,-0.049073064,0.294438386,0,0,0.981461287,1.275899673,0,1.275899673,0.981461287,0.883315158,0,0,0,3.827699019,0.981461287,1.47219193,40
Lyle Foster,RSA,"FW,MF",WF,Burnley,22,Premier League,24,22,1899,0.236966825,0.142180095,0.379146919,0.236966825,0,0,0,0.047393365,0.213270142,0.213270142,0.090047393,0.303317536,2.606635071,1.753554502,4.928909953,0.018009479,0.014218009,14.78672986,21.84834123,67.7,211.8957346,39.57345972,9.336492891,12.7014218,73.5,4.312796209,5.876777251,73.4,0.663507109,0.947867299,70,0.142180095,0.090047393,0.061611374,0.052132701,0.900473934,0.995260664,0.568720379,0,1.753554502,32.79620853,1.943127962,4.407582938,13.69668246,15.21327014,4.407582938,32.79620853,1.848341232,0.900473934,48.7,0.853080569,46.2,18.00947867,116.7772512,60.56872038,2.606635071,1.469194313,1.706161137,3.27014218,1.563981043,22.7014218,4.928909953,1.943127962,1.658767773,0,0.09478673,0.142180095,0.047393365,0,0.18957346,0.900473934,0.473933649,0.236966825,0.28436019,0.379146919,0.28436019,0.805687204,35.3,0.521327014,0.616113744,0.142180095,0.473933649,0.142180095,1.042654028,1.611374408,0,0.236966825,1.611374408,0.758293839,47.1,0.007109005,0.014691943,0.691943128,0,0,0,0.213270142,0.213270142,0.006161137,0.023696682,0.023696682,0,0.047393365,0,1.137440758,0.521327014,0.663507109,0.142180095,0.142180095,0.473933649,0,0,0,2.417061611,2.369668246,5.023696682,32.1
